month,year,SNA_NAME,total_days_in_month,non_instructional_days_in_month,summer_weekdays_in_month,instructional_days_in_month,Avg_monthly_Per_Person,Avg_monthly_Per_hh,total_population_true_total,total_households,children_under_age18,children_5to14,children_15to17,hamilton_meal_cost,hh_snap_percent,meal_percent_income_covered,hh_size,free_reduced_estimate_f,month_meals,month_meal_dollars,snap_dollars,meal_percent_snap_covered,cps_meals,meal_percent_cps_covered,pre_charity_coverage
2,2023,Oakley,28,10,0,18,164.77,319.68,11405.43659,6478.559484,1361.630191,602.2138047,115.1537598,4.2845,0.016825594,0.946980836,1.739411667,1,958056.6734,4104793.817,29039.09495,0.007074434,16786.40101,0.017521303,0.971576573
2,2023,Over-the-Rhine,28,10,0,18,164.77,319.68,6180,3155,840,328,149,4.2845,0.203486529,0.849835918,1.818869231,0.65,519120,2224169.64,171028.8,0.076895573,7255.17,0.013975902,0.940707393
2,2023,Pendleton,28,10,0,18,164.77,319.68,1163,558,238,154,36,4.2845,0.082437276,0.89748322,2.08,1,97692,418561.374,12254.4,0.029277427,4446,0.04551038,0.972271026
2,2023,Pleasant Ridge,28,10,0,18,164.77,319.68,7308.599434,3688.551367,1534.065033,828.6644675,150.332705,4.2845,0.131432997,0.883372961,1.952439432,1,613922.3525,2630350.319,129150.017,0.04909993,22908.53384,0.037315035,0.969787926
2,2023,Queensgate,28,10,0,18,164.77,319.68,280.0308765,95.36055777,93.90836653,25.65537849,21.78286853,4.2845,0.631979695,0.466354618,2.32,1,23522.59363,100782.5524,16054.84542,0.159301834,1110.05498,0.047191011,0.672847463
2,2023,Riverside,28,10,0,18,164.77,319.68,2088.550898,829.5508982,512.3952096,212.3473054,86.07784431,4.2845,0.216450716,0.830840211,2.513273138,1,175438.2754,751665.2912,47833.95449,0.063637306,6983.148503,0.039804019,0.934281537
2,2023,Roselawn,28,10,0,18,164.77,319.68,7449,3583,1509,1121,162,4.2845,0.234161317,0.728904,2.031551069,1,625716,2680880.202,223509.6,0.083371722,30022.2,0.047980553,0.860256276
2,2023,Sayler Park,28,10,0,18,164.77,319.68,2745,1184,682,423,106,4.2845,0.199324324,0.857092042,2.314898367,1,230580,987920.01,62870.4,0.06363916,12378.6,0.053684621,0.974415823
2,2023,Sedamsville,28,10,0,18,164.77,319.68,590.4491018,200.4491018,187.6047904,48.65269461,38.92215569,4.2845,0.316504854,0.750546837,2.81,1,49597.72455,212501.4508,16901.24551,0.07953473,2049.251497,0.04131745,0.871399017
2,2023,South Cumminsville,28,10,0,18,164.77,319.68,788.6082691,270.351787,330.5395936,201.2838122,19.98037842,4.2845,0.515510949,0.498484702,2.9,1,66243.0946,283818.5388,37127.98318,0.13081592,5177.58206,0.078160329,0.70746095
2,2023,South Fairmount,28,10,0,18,164.77,319.68,1960,852,478,231,108,4.2845,0.253521127,0.718636272,2.13,1,164640,705400.08,57542.4,0.081574133,7932.6,0.048181487,0.848391892
2,2023,Spring Grove Village,28,10,0,18,164.77,319.68,2163,927,549,327,132,4.2845,0.252427184,0.77983631,2.32,1,181692,778459.374,62337.6,0.080078167,10740.6,0.059114325,0.919028802
2,2023,Villages at Roll Hill,28,10,0,18,164.77,319.68,2262,901,1261,630,135,4.2845,0.612652608,0.359694036,2.51,1,190008,814089.276,147052.8,0.180634734,17901,0.094211823,0.634540593
2,2023,Walnut Hills,28,10,0,18,164.77,319.68,6259,3678,829,359,193,4.2845,0.347471452,0.790895394,1.714202261,0.69,525756,2252601.582,340459.2,0.151140443,8912.592,0.016951955,0.958987792
2,2023,West End,28,10,0,18,164.77,319.68,7764.890452,3592.871947,2249.151739,1322.796447,198,4.2845,0.433269674,0.699608129,2.182286781,1,652250.7979,2794568.544,414700.2067,0.148395074,35586.63686,0.054559744,0.902562948
2,2023,West Price Hill,28,10,0,18,164.77,319.68,18811.14342,7650.011933,5370.627021,3261.091031,1051.858812,4.2845,0.201424858,0.815275332,2.450516273,1,1580136.047,6770092.894,410496.4444,0.060633798,100923.0263,0.063869834,0.939778964
2,2023,Westwood,28,10,0,18,164.77,319.68,34059.55927,15074.63727,9471.291574,4788.13171,1273.849482,4.2845,0.213391444,0.823986694,2.266125449,1,2861002.979,12257967.26,856955.1526,0.069910054,141850.3599,0.04958064,0.943477388
2,2023,Winton Hills,28,10,0,18,164.77,319.68,5401,2699,2102,1050,281,4.2845,0.519081141,0.64571331,2,1,453684,1943809.098,373226.4,0.192007744,31145.4,0.068649985,0.90637104
2,2024,Avondale,29,10,0,19,183.88,356.19,12501,5950,3040,1641,623,4.395897,0.398991597,0.690806134,1.963373111,1,1087587,4780920.431,704662.55,0.147390562,55920.8,0.051417312,0.889614008
2,2024,Bond Hill,29,10,0,19,183.88,356.19,6399,3191,1417,905,151,4.395897,0.162331558,0.850134085,1.980091999,1,556713,2447253.007,153755.35,0.06282773,26083.2,0.046852148,0.959813963
2,2024,California,29,10,0,19,183.88,356.19,928.7965861,340.1422475,242.2645804,132.5860597,50.6742532,4.395897,0.02755102,0.976559214,2.72,0.13,80805.30299,355211.789,2781.626031,0.007830894,588.4488649,0.007282305,0.991672414
2,2024,Camp Washington,29,10,0,19,183.88,356.19,1143,548,90,45,12,4.395897,0.313868613,0.876434088,1.55,1,99441,437132.3936,51053.9,0.116792763,1407.9,0.014158144,1.007384995
2,2024,Carthage,29,10,0,19,183.88,356.19,3183,979,1107,542,137,4.395897,0.269662921,0.733606197,3.25,1,276921,1217316.193,78361.8,0.064372593,16771.3,0.060563482,0.858542272
2,2024,Clifton,29,10,0,19,183.88,356.19,8028,4079,1068,501,166,4.395897,0.076244177,0.885250904,1.945491113,0.4,698436,3070252.717,92312.575,0.030066768,6589.96,0.00943531,0.924752981
2,2024,College Hill,29,10,0,19,183.88,356.19,15930,7147,3555,1788,776,4.395897,0.226108857,0.804704983,2.172954947,1,1385910,6092317.611,479669.2,0.078733453,63330.8,0.045696185,0.929134621
2,2024,Columbia Tusculum,29,10,0,19,183.88,356.19,1621.18273,765.9392659,265.8357539,148.7018748,29.49115395,4.395897,0.043383948,0.95904074,2.11,0.13,141042.8975,620010.0502,9863.337206,0.015908351,572.1778154,0.004056764,0.979005855
2,2024,Corryville,29,10,0,19,183.88,356.19,4277,1968,256,101,1,4.395897,0.018800813,0.67161011,2.086822289,1,372099,1635708.878,10982.525,0.00671423,2519.4,0.006770779,0.685095118
2,2024,CUF,29,10,0,19,183.88,356.19,18282,6192,456,180,92,4.395897,0.066860465,0.782651708,2.153319783,1,1590534,6991823.639,122885.55,0.017575608,6718.4,0.00422399,0.804451306
2,2024,Downtown,29,10,0,19,183.88,356.19,6070.715026,3633.99852,282.6447076,85.00592154,0,4.395897,0.063479574,0.918821977,1.484669432,1,528152.2073,2321702.703,68472.97955,0.02949257,2099.646262,0.003975457,0.952290004
2,2024,East End,29,10,0,19,183.88,356.19,1323,707,71,36,24,4.395897,0.099009901,0.948525224,1.86,1,115101,505972.1406,20777.75,0.041065008,1482,0.012875648,1.00246588
2,2024,East Price Hill,29,10,0,19,183.88,356.19,16286,6321,5352,2708,815,4.395897,0.332384116,0.71801936,2.593354997,1,1416882,6228467.333,623629.325,0.100125648,87018.1,0.061415206,0.879560214
2,2024,East Walnut Hills,29,10,0,19,183.88,356.19,3934.501285,2474.03856,308.3309769,169.5122108,25.28534704,4.395897,0.021840688,0.93192842,1.586430218,1,342301.6118,1504722.629,16038.85112,0.010659008,4811.499679,0.014056316,0.956643744
2,2024,East Westwood,29,10,0,19,183.88,356.19,2601.088353,1064.265709,734.3991673,467.6568839,122.2488875,4.395897,0.419072549,0.699829171,2.409468638,1,226294.6867,994768.1345,132385.2985,0.133081563,14570.67255,0.064388045,0.89729878
2,2024,English Woods,29,10,0,19,183.88,356.19,496.1727924,239.8281623,148.874463,74.66348449,22.85155131,4.395897,0.324528302,0.687230934,2.04,1,43167.03294,189757.8306,23102.19437,0.121745671,2408.621384,0.055797705,0.86477431
2,2024,Evanston,29,10,0,19,183.88,356.19,8404.596004,3388.064636,1664.030385,884.24248,395.266425,4.395897,0.120803737,0.830442821,2.18067287,0.36,731199.8524,3214279.238,121487.7622,0.037796269,11377.39318,0.015559895,0.883798985
2,2024,Hartwell,29,10,0,19,183.88,356.19,5439,2426,1243,558,243,4.395897,0.23577906,0.843932863,2.1,1,473193,2080107.689,169783.9,0.081622649,19784.7,0.041811058,0.967366571
2,2024,Hyde Park,29,10,0,19,183.88,356.19,13303,6483,2448,1036,436,4.395897,0.016813204,0.938358409,2.031959221,0.65,1157361,5087639.748,32353.925,0.006359319,23632.96,0.020419696,0.965137425
2,2024,Kennedy Heights,29,10,0,19,183.88,356.19,4649,2401,684,380,165,4.395897,0.101624323,0.871139734,1.93,1,404463,1777977.688,72425.3,0.040734651,13461.5,0.033282402,0.945156786
2,2024,Linwood,29,10,0,19,183.88,356.19,708.0435701,334.5202007,116.1024558,64.9448112,12.88011619,4.395897,0.043383948,0.95904074,2.11,1,61599.7906,270786.3347,4307.763929,0.015908351,1922.275706,0.031205881,1.006154971
2,2024,Lower Price Hill,29,10,0,19,183.88,356.19,943.6703187,306.2191235,283.4800797,132.6444223,68.21713147,4.395897,0.571782178,0.509650105,2.42,1,82099.31773,360900.1445,51971.27846,0.144004593,4961.280378,0.060430227,0.714084925
2,2024,Madisonville,29,10,0,19,183.88,356.19,10748.04938,5684.800786,1490.818182,744.3058361,233.9118967,4.395897,0.106730738,0.887988151,1.899867134,1,935080.2963,4110516.669,180096.4866,0.043813589,24161.978,0.025839469,0.957641208
2,2024,Millvale,29,10,0,19,183.88,356.19,2757.182901,987.6138753,1198.5459,1093.079888,0,4.395897,0.745995423,0.335307065,2.78,1,239874.9124,1054465.408,218687.4308,0.207391754,26999.07323,0.112554802,0.655253621
2,2024,Mt. Adams,29,10,0,19,183.88,356.19,1631,1016,90,58,15,4.395897,0,0.950534229,1.61,0.13,141897,623764.5966,0,0,234.403,0.001651924,0.952186153
2,2024,Mt. Airy,29,10,0,19,183.88,356.19,9099.048036,4234.088213,2055.363973,1319.365456,150.7451446,4.395897,0.287523462,0.802446372,2.132741899,1,791617.1791,3479867.583,361354.667,0.103841499,36311.73183,0.045870318,0.952158189
2,2024,Mt. Auburn,29,10,0,19,183.88,356.19,5046,2650,705,474,109,4.395897,0.103018868,0.81967643,1.783449688,1,439002,1929807.575,81033.225,0.041990313,14400.1,0.032801901,0.894468644
2,2024,Mt. Lookout,29,10,0,19,183.88,356.19,5096.773699,2144.540533,1239.06179,682.353314,134.6287299,4.395897,0.015041788,0.965245402,2.387742194,0.13,443419.3119,1949225.623,9574.898865,0.004912155,2623.329343,0.005916137,0.976073694
2,2024,Mt. Washington,29,10,0,19,183.88,356.19,11879.67519,5553.087735,2598.366801,1379.398705,642.950248,4.395897,0.115661466,0.905976425,2.117269253,0.45,1033531.742,4543299.084,190644.2463,0.041961632,22478.40861,0.021749123,0.96968718
2,2024,North Avondale - Paddock Hills,29,10,0,19,183.88,356.19,4878.90271,1839.896803,824.6386379,457.2453092,82.44822794,4.395897,0.066674624,0.919005919,2.27,1,424464.5358,1865902.379,36412.8367,0.019514867,13330.43037,0.031405287,0.969926072
2,2024,North Fairmount,29,10,0,19,183.88,356.19,1696.827208,820.1718377,509.125537,255.3365155,78.14844869,4.395897,0.324528302,0.687230934,2.04,1,147623.9671,648939.7539,79005.60563,0.121745671,8237.078616,0.055797705,0.86477431
2,2024,Northside,29,10,0,19,183.88,356.19,8550,4378,1275,664,146,4.395897,0.100502513,0.876720911,1.942498411,1,743850,3269887.983,130603,0.039941124,20007,0.026896552,0.943558587
2,2024,Oakley,29,10,0,19,183.88,356.19,11411.95062,6598.199214,1267.181818,540.6941639,72.08810325,4.395897,0.015043046,0.952669194,1.708519196,1,992839.7037,4364421.075,29461.96336,0.006750486,15135.722,0.01524488,0.97466456
2,2024,Over-the-Rhine,29,10,0,19,183.88,356.19,6291,3343,715,315,73,4.395897,0.169608136,0.868197339,1.784465385,0.65,547317,2405949.158,168299.775,0.069951509,6229.34,0.011381594,0.949530443
2,2024,Pendleton,29,10,0,19,183.88,356.19,1146,596,210,132,31,4.395897,0.08557047,0.943748038,1.92,1,99702,438279.7227,15138.075,0.034539757,4026.1,0.040381336,1.018669131
2,2024,Pleasant Ridge,29,10,0,19,183.88,356.19,7268.072573,3683.009425,1571.93968,901.1055608,227.2544769,4.395897,0.117650837,0.895783889,1.953138402,1,632322.3139,2779623.763,128616.9862,0.046271365,27870.49293,0.044076403,0.986131657
2,2024,Queensgate,29,10,0,19,183.88,356.19,301.3296813,97.78087649,90.51992032,42.35557769,21.78286853,4.395897,0.571782178,0.509650105,2.42,1,26215.68227,115241.439,16595.29654,0.144004593,1584.219622,0.060430227,0.714084925
2,2024,Riverside,29,10,0,19,183.88,356.19,2268.610778,840.8323353,659.8922156,318.1556886,109.9520958,4.395897,0.34436223,0.807189532,2.771670429,1,197369.1377,867614.4004,85945.94536,0.099060072,10574.26228,0.053576068,0.959825672
2,2024,Roselawn,29,10,0,19,183.88,356.19,7375,3604,1483,1030,148,4.395897,0.249167592,0.716173201,1.98616494,1,641625,2820517.413,266548.85,0.094503529,29096.6,0.045348295,0.856025025
2,2024,Sayler Park,29,10,0,19,183.88,356.19,2713,1183,739,439,160,4.395897,0.22569738,0.862711366,2.297347551,1,236031,1037567.965,79252.275,0.076382731,14795.3,0.062683715,1.001777813
2,2024,Sedamsville,29,10,0,19,183.88,356.19,715.3892216,196.1676647,256.1077844,77.84431138,56.04790419,4.395897,0.359126984,0.733303852,3.5,1,62238.86228,273595.628,20911.05464,0.076430515,3307.137725,0.053136218,0.862870584
2,2024,South Cumminsville,29,10,0,19,183.88,356.19,902.8170988,323.3861247,392.4540995,357.9201121,0,4.395897,0.745995423,0.335307065,2.78,1,78545.0876,345276.1149,71607.4192,0.207391754,8840.626769,0.112554802,0.655253621
2,2024,South Fairmount,29,10,0,19,183.88,356.19,2319,960,667,259,102,4.395897,0.2375,0.706564387,2.27,1,201753,886885.4074,67676.1,0.076307603,8916.7,0.044196121,0.827068111
2,2024,Spring Grove Village,29,10,0,19,183.88,356.19,1996,881,469,296,133,4.395897,0.238365494,0.769126803,2.25,1,173652,763356.3058,62333.25,0.081656822,10596.3,0.061020316,0.911803942
2,2024,Villages at Roll Hill,29,10,0,19,183.88,356.19,2196,895,1128,574,206,4.395897,0.612290503,0.413092065,2.45,1,191052,839844.9136,162660.1,0.193678734,19266,0.100841656,0.707612455
2,2024,Walnut Hills,29,10,0,19,183.88,356.19,6176,3528,737,354,201,4.395897,0.306405896,0.805375246,1.741359925,0.69,537312,2361968.209,320867.825,0.135847648,9458.865,0.017604046,0.958826939
2,2024,West End,29,10,0,19,183.88,356.19,6929.284974,3429.00148,2061.355292,1159.994078,178,4.395897,0.452993482,0.706312849,2.046430172,1,602847.7927,2650056.804,461062.8204,0.173982241,33048.45374,0.05482056,0.93511565
2,2024,West Price Hill,29,10,0,19,183.88,356.19,18669.39287,7441.500965,5187.970243,3128.862443,1039.131704,4.395897,0.184977762,0.814924436,2.495004634,1,1624237.18,7139979.345,408583.2322,0.057224708,102949.4554,0.063383265,0.935532409
2,2024,Westwood,29,10,0,19,183.88,356.19,34095.91165,15214.73429,9589.600833,5082.343116,1146.751113,4.395897,0.210256413,0.824646515,2.250008974,1,2966344.313,13039744.07,949541.8265,0.072819054,153858.6274,0.051868095,0.949333664
2,2024,Winton Hills,29,10,0,19,183.88,356.19,4681,2540,1351,691,121,4.395897,0.546850394,0.679619002,1.84,1,407247,1790215.866,412289.925,0.230301794,20056.4,0.049248736,0.959169532
2,2025,Avondale,28,10,0,18,184.8439,363.5145,12501,5950,3040,1641,623,4.510190322,0.398991597,0.683326044,1.963373111,1,1050084,4736078.694,719152.8525,0.15184563,52977.6,0.050450821,0.885622495
2,2025,Bond Hill,28,10,0,18,184.8439,363.5145,6399,3191,1417,905,151,4.510190322,0.162331558,0.845204216,1.980091999,1,537516,2424299.461,156917.0925,0.064726778,24710.4,0.045971469,0.955902462
2,2025,California,28,10,0,18,184.8439,363.5145,928.7965861,340.1422475,242.2645804,132.5860597,50.6742532,4.510190322,0.02755102,0.975963749,2.72,0.13,78018.91323,351880.1474,2838.825896,0.008067593,557.477872,0.00714542,0.991176761
2,2025,Camp Washington,28,10,0,18,184.8439,363.5145,1143,548,90,45,12,4.510190322,0.313868613,0.872120275,1.55,1,96012,433032.3932,52103.745,0.120322973,1333.8,0.013892013,1.006335262
2,2025,Carthage,28,10,0,18,184.8439,363.5145,3183,979,1107,542,137,4.510190322,0.269662921,0.728993529,3.25,1,267372,1205898.607,79973.19,0.066318337,15888.6,0.059425071,0.854736937
2,2025,Clifton,28,10,0,18,184.8439,363.5145,8028,4079,1068,501,166,4.510190322,0.076244177,0.88110128,1.945491113,0.4,674352,3041455.864,94210.84125,0.030975574,6243.12,0.009257954,0.921334808
2,2025,College Hill,28,10,0,18,184.8439,363.5145,15930,7147,3555,1788,776,4.510190322,0.226108857,0.800750723,2.172954947,1,1338120,6035175.874,489532.86,0.081113272,59997.6,0.044837234,0.926701228
2,2025,Columbia Tusculum,28,10,0,18,184.8439,363.5145,1621.18273,765.9392659,265.8357539,148.7018748,29.49115395,4.510190322,0.043383948,0.957522593,2.11,0.13,136179.3494,614194.7835,10066.16158,0.016389201,542.0631936,0.003980509,0.977892303
2,2025,Corryville,28,10,0,18,184.8439,363.5145,4277,1968,256,101,1,4.510190322,0.018800813,0.664814763,2.086822289,1,359268,1620367.057,11208.36375,0.006917176,2386.8,0.006643508,0.678375448
2,2025,CUF,28,10,0,18,184.8439,363.5145,18282,6192,456,180,92,4.510190322,0.066860465,0.776454838,2.153319783,1,1535688,6926245.155,125412.5025,0.018106853,6364.8,0.004144592,0.798706283
2,2025,Downtown,28,10,0,18,184.8439,363.5145,6070.715026,3633.99852,282.6447076,85.00592154,0,4.510190322,0.063479574,0.916223742,1.484669432,1,509940.0622,2299926.733,69881.02116,0.030384021,1989.138564,0.00390073,0.950508493
2,2025,East End,28,10,0,18,184.8439,363.5145,1323,707,71,36,24,4.510190322,0.099009901,0.947099586,1.86,1,111132,501226.4709,21205.0125,0.04230625,1404,0.012633625,1.002039462
2,2025,East Price Hill,28,10,0,18,184.8439,363.5145,16286,6321,5352,2708,815,4.510190322,0.332384116,0.712789168,2.593354997,1,1368024,6170048.605,636453.3038,0.103152073,82438.2,0.060260785,0.876202025
2,2025,East Walnut Hills,28,10,0,18,184.8439,363.5145,3934.501285,2474.03856,308.3309769,169.5122108,25.28534704,4.510190322,0.021840688,0.930047984,1.586430218,1,330498.108,1490609.368,16368.66545,0.010981191,4558.262853,0.0137921,0.954821275
2,2025,East Westwood,28,10,0,18,184.8439,363.5145,2601.088353,1064.265709,734.3991673,467.6568839,122.2488875,4.510190322,0.419072549,0.693822931,2.409468638,1,218491.4217,985437.8955,135107.5987,0.137104123,13803.79505,0.063177744,0.894104798
2,2025,English Woods,28,10,0,18,184.8439,363.5145,496.1727924,239.8281623,148.874463,74.66348449,22.85155131,4.510190322,0.324528302,0.680023897,2.04,1,41678.51456,187978.033,23577.25549,0.125425589,2281.851838,0.054748876,0.860198363
2,2025,Evanston,28,10,0,18,184.8439,363.5145,8404.596004,3388.064636,1664.030385,884.24248,395.266425,4.510190322,0.120803737,0.8273407,2.18067287,0.36,705986.0644,3184131.515,123985.9713,0.038938709,10778.58302,0.015267416,0.881546825
2,2025,Hartwell,28,10,0,18,184.8439,363.5145,5439,2426,1243,558,243,4.510190322,0.23577906,0.836564704,2.1,1,456876,2060597.714,173275.245,0.084089798,18743.4,0.041025136,0.961679638
2,2025,Hyde Park,28,10,0,18,184.8439,363.5145,13303,6483,2448,1036,436,4.510190322,0.016813204,0.936164064,2.031959221,0.65,1117452,5039921.196,33019.23375,0.006551538,22389.12,0.020035867,0.962751469
2,2025,Kennedy Heights,28,10,0,18,184.8439,363.5145,4649,2401,684,380,165,4.510190322,0.101624323,0.867217647,1.93,1,390516,1761301.484,73914.615,0.041965907,12753,0.032656793,0.941840347
2,2025,Linwood,28,10,0,18,184.8439,363.5145,708.0435701,334.5202007,116.1024558,64.9448112,12.88011619,4.510190322,0.043383948,0.957522593,2.11,1,59475.65989,268246.5456,4396.346475,0.016389201,1821.103301,0.030619304,1.004531097
2,2025,Lower Price Hill,28,10,0,18,184.8439,363.5145,943.6703187,306.2191235,283.4800797,132.6444223,68.21713147,4.510190322,0.571782178,0.501564864,2.42,1,79268.30677,357515.15,53039.98794,0.148357316,4700.160359,0.05929432,0.7092165
2,2025,Madisonville,28,10,0,18,184.8439,363.5145,10748.04938,5684.800786,1490.818182,744.3058361,233.9118967,4.510190322,0.106730738,0.884097488,1.899867134,1,902836.1481,4071962.858,183799.8941,0.04513791,22890.29495,0.025353764,0.954589163
2,2025,Millvale,28,10,0,18,184.8439,363.5145,2757.182901,987.6138753,1198.5459,1093.079888,0,4.510190322,0.745995423,0.330463302,2.78,1,231603.3637,1044575.25,223184.4018,0.213660435,25578.06938,0.11043911,0.654562847
2,2025,Mt. Adams,28,10,0,18,184.8439,363.5145,1631,1016,90,58,15,4.510190322,0,0.949892152,1.61,0.13,137004,617914.1149,0,0,222.066,0.001620872,0.951513024
2,2025,Mt. Airy,28,10,0,18,184.8439,363.5145,9099.048036,4234.088213,2055.363973,1319.365456,150.7451446,4.510190322,0.287523462,0.797999977,2.132741899,1,764320.035,3447228.825,368785.3704,0.106980241,34400.58805,0.045008094,0.949988312
2,2025,Mt. Auburn,28,10,0,18,184.8439,363.5145,5046,2650,705,474,109,4.510190322,0.103018868,0.81645244,1.783449688,1,423864,1911707.311,82699.54875,0.043259524,13642.2,0.032185324,0.891897288
2,2025,Mt. Lookout,28,10,0,18,184.8439,363.5145,5096.773699,2144.540533,1239.06179,682.353314,134.6287299,4.510190322,0.015041788,0.964436361,2.387742194,0.13,428128.9908,1930943.231,9771.791946,0.005060631,2485.259377,0.005804931,0.975301924
2,2025,Mt. Washington,28,10,0,18,184.8439,363.5145,11879.67519,5553.087735,2598.366801,1379.398705,642.950248,4.510190322,0.115661466,0.902949553,2.117269253,0.45,997892.7163,4500686.072,194564.5523,0.043229976,21295.33448,0.021340305,0.967519834
2,2025,North Avondale - Paddock Hills,28,10,0,18,184.8439,363.5145,4878.90271,1839.896803,824.6386379,457.2453092,82.44822794,4.510190322,0.066674624,0.916421748,2.27,1,409827.8277,1848401.502,37161.61073,0.020104729,12628.82877,0.030814962,0.967341438
2,2025,North Fairmount,28,10,0,18,184.8439,363.5145,1696.827208,820.1718377,509.125537,255.3365155,78.14844869,4.510190322,0.324528302,0.680023897,2.04,1,142533.4854,642853.1466,80630.23451,0.125425589,7803.548162,0.054748876,0.860198363
2,2025,Northside,28,10,0,18,184.8439,363.5145,8550,4378,1275,664,146,4.510190322,0.100502513,0.873118951,1.942498411,1,718200,3239218.689,133288.65,0.041148395,18954,0.026390977,0.940658323
2,2025,Oakley,28,10,0,18,184.8439,363.5145,11411.95062,6598.199214,1267.181818,540.6941639,72.08810325,4.510190322,0.015043046,0.951589023,1.708519196,1,958603.8519,4323485.815,30067.80336,0.006954528,14339.10505,0.014958322,0.973501873
2,2025,Over-the-Rhine,28,10,0,18,184.8439,363.5145,6291,3343,715,315,73,4.510190322,0.169608136,0.865806618,1.784465385,0.65,528444,2383383.015,171760.6013,0.072065883,5901.48,0.011167654,0.949040156
2,2025,Pendleton,28,10,0,18,184.8439,363.5145,1146,596,210,132,31,4.510190322,0.08557047,0.941729513,1.92,1,96264,434168.9612,15449.36625,0.035583765,3814.2,0.039622289,1.016935567
2,2025,Pleasant Ridge,28,10,0,18,184.8439,363.5145,7268.072573,3683.009425,1571.93968,901.1055608,227.2544769,4.510190322,0.117650837,0.892514094,1.953138402,1,610518.0961,2753552.809,131261.7968,0.047669976,26403.62488,0.043247899,0.983431969
2,2025,Queensgate,28,10,0,18,184.8439,363.5145,301.3296813,97.78087649,90.51992032,42.35557769,21.78286853,4.510190322,0.571782178,0.501564864,2.42,1,25311.69323,114160.5538,16936.55331,0.148357316,1500.839641,0.05929432,0.7092165
2,2025,Riverside,28,10,0,18,184.8439,363.5145,2268.610778,840.8323353,659.8922156,318.1556886,109.9520958,4.510190322,0.34436223,0.804213119,2.771670429,1,190563.3054,859476.7757,87713.29165,0.102054289,10017.72216,0.052568999,0.958836408
2,2025,Roselawn,28,10,0,18,184.8439,363.5145,7375,3604,1483,1030,148,4.510190322,0.249167592,0.709520885,1.98616494,1,619500,2794062.904,272030.0175,0.097360019,27565.2,0.044495884,0.851376788
2,2025,Sayler Park,28,10,0,18,184.8439,363.5145,2713,1183,739,439,160,4.510190322,0.22569738,0.859207145,2.297347551,1,227892,1027836.293,80881.97625,0.078691497,14016.6,0.06150545,0.999404092
2,2025,Sedamsville,28,10,0,18,184.8439,363.5145,715.3892216,196.1676647,256.1077844,77.84431138,56.04790419,4.510190322,0.359126984,0.73035819,3.5,1,60092.69461,271029.4897,21341.05835,0.078740724,3133.077844,0.052137416,0.86123633
2,2025,South Cumminsville,28,10,0,18,184.8439,363.5145,902.8170988,323.3861247,392.4540995,357.9201121,0,4.510190322,0.745995423,0.330463302,2.78,1,75836.6363,342037.6631,73079.91574,0.213660435,8375.330624,0.11043911,0.654562847
2,2025,South Fairmount,28,10,0,18,184.8439,363.5145,2319,960,667,259,102,4.510190322,0.2375,0.700960253,2.27,1,194796,878567.034,69067.755,0.078614098,8447.4,0.043365367,0.822939718
2,2025,Spring Grove Village,28,10,0,18,184.8439,363.5145,1996,881,469,296,133,4.510190322,0.238365494,0.766607052,2.25,1,167664,756196.5501,63615.0375,0.084125004,10038.6,0.059873318,0.910605373
2,2025,Villages at Roll Hill,28,10,0,18,184.8439,363.5145,2196,895,1128,574,206,4.510190322,0.612290503,0.404011237,2.45,1,184464,831967.7476,166004.955,0.199532921,18252,0.098946136,0.702490294
2,2025,Walnut Hills,28,10,0,18,184.8439,363.5145,6176,3528,737,354,201,4.510190322,0.306405896,0.802111614,1.741359925,0.69,518784,2339814.576,327465.9788,0.139953816,8961.03,0.017273143,0.959338572
2,2025,West End,28,10,0,18,184.8439,363.5145,6929.284974,3429.00148,2061.355292,1159.994078,178,4.510190322,0.452993482,0.699636422,2.046430172,1,582059.9378,2625201.098,470543.8688,0.179241076,31309.06144,0.053790099,0.932667596
2,2025,West Price Hill,28,10,0,18,184.8439,363.5145,18669.39287,7441.500965,5187.970243,3128.862443,1039.131704,4.510190322,0.184977762,0.81171887,2.495004634,1,1568229.001,7073011.263,416985.1185,0.058954398,97531.06305,0.06219185,0.932865118
2,2025,Westwood,28,10,0,18,184.8439,363.5145,34095.91165,15214.73429,9589.600833,5082.343116,1146.751113,4.510190322,0.210256413,0.819990704,2.250008974,1,2864056.578,12917440.26,969067.695,0.075020103,145760.805,0.05089313,0.945903937
2,2025,Winton Hills,28,10,0,18,184.8439,363.5145,4681,2540,1351,691,121,4.510190322,0.546850394,0.672854039,1.84,1,393204,1773424.875,420768.0338,0.237262959,19000.8,0.048323008,0.958440006
2,2026,Avondale,28,10,0,18,183.7252,354.9343,12501,5950,3040,1641,623,4.645496032,0.398991597,0.674946555,1.963373111,1,1050084,4878161.055,702178.3568,0.14394325,52977.6,0.050450821,0.869340626
2,2026,Bond Hill,28,10,0,18,183.7252,354.9343,6399,3191,1417,905,151,4.645496032,0.162331558,0.839681584,1.980091999,1,537516,2497028.445,153213.3062,0.061358254,24710.4,0.045971469,0.947011307
2,2026,California,28,10,0,18,183.7252,354.9343,928.7965861,340.1422475,242.2645804,132.5860597,50.6742532,4.645496032,0.02755102,0.975296685,2.72,0.13,78018.91323,362436.5518,2771.819782,0.007647738,557.477872,0.00714542,0.990089842
